sscl1,sscl2,n,a,b,c1,c2,astar,bstar,cstar1,cstar2
BDE/AK,L/HK,1,True,True,True,True,True,False,False,True
ABK/DE,HK/FGIJ,1,True,True,False,False,True,True,True,True
K/ABDE,G/FJ,1,True,True,False,False,False,True,True,False
DE/ABK,IL/FHK,1,True,True,True,True,True,True,False,True
ABK/DE,GI/,1,True,False,False,False,True,True,True,False
C/ABKL,GI/HKL,3,True,True,True,True,True,True,False,False
B/ACKL,FH/KL,3,True,False,True,True,True,True,False,False
B/ACKL,G/IKL,3,True,True,True,True,True,True,False,False
B/ACKL,FGJ/HKL,3,True,True,True,True,True,True,False,False
ABCKL/,FHIKL/GJ,1,False,True,False,False,True,True,True,True
ABCKL/,KL/FGHJ,1,False,True,False,False,True,False,True,True
B/ACKL,FHJ/IKL,3,True,True,True,True,True,True,False,False
CKL/AB,FGIJKL/H,1,True,True,False,False,True,True,True,True
ABK/CL,FHJK/L,1,True,False,True,True,True,True,True,True
C/ABKL,J/FGHIKL,3,True,True,True,True,True,True,False,False
B/ACKL,I/FGHJKL,3,True,True,True,True,True,True,False,False
C/ABKL,FJ/GHIKL,3,True,True,True,True,True,True,False,False
CKL/AB,J/,1,True,False,False,False,True,True,True,False
CL/ABK,GIL/FHK,1,True,True,True,True,True,True,True,True
ACKL/B,IKL/FH,1,True,True,False,False,True,True,True,True
C/ABKL,FGIJ/HKL,3,True,True,True,True,True,True,False,False
C/ABKL,G/HIKL,3,True,True,True,True,True,True,False,False
ACKL/B,IKL/FGHJ,1,True,True,False,False,True,True,True,True
C/ABKL,FGJ/HKL,3,True,True,True,True,True,True,False,False
B/ACKL,FJ/HKL,3,True,True,True,True,True,True,False,False
ABCKL/,IKL/FHJ,1,False,True,False,False,True,True,True,True
ACKL/B,FHIKL/G,1,True,True,False,False,True,True,True,True
AB/CKL,H/FGIJKL,3,True,True,True,True,True,True,False,False
CKL/AB,GJ/F,1,True,True,False,False,True,True,True,False
CKL/AB,HKL/FGJ,1,True,True,False,False,True,True,True,True
AB/CKL,I/KL,3,True,False,True,True,True,True,False,False
C/ABKL,G/FHIJKL,3,True,True,True,True,True,True,False,False
C/ABKL,I/FHJKL,3,True,True,True,True,True,True,False,False
ABK/CL,FHK/GIL,1,True,True,True,True,True,True,True,True
ABCKL/,HKL/FGIJ,1,False,True,False,False,True,True,True,True
AB/CKL,H/IKL,3,True,True,True,True,True,True,False,False
AB/CKL,H/KL,3,True,False,True,True,True,True,False,False
B/ACKL,J/FHKL,3,True,True,True,True,True,True,False,False
C/ABKL,FH/KL,3,True,False,True,True,True,True,False,False
CKL/AB,FGHIKL/J,1,True,True,False,False,True,True,True,True
B/ACKL,J/FGHIKL,3,True,True,True,True,True,True,False,False
B/ACKL,J/FHIKL,3,True,True,True,True,True,True,False,False
CKL/AB,FHIKL/G,1,True,True,False,False,True,True,True,True
CKL/AB,HKL/I,1,True,True,False,False,True,True,True,True
AB/CKL,G/FHIKL,3,True,True,True,True,True,True,False,False
CKL/AB,G/I,1,True,True,False,False,True,True,True,False
ACKL/B,HIKL/FGJ,1,True,True,False,False,True,True,True,True
C/ABKL,I/KL,3,True,False,True,True,True,True,False,False
ACKL/B,FHKL/GI,1,True,True,False,False,True,True,True,True
AB/CKL,G/FHIJKL,3,True,True,True,True,True,True,False,False
B/ACKL,FHJ/KL,3,True,False,True,True,True,True,False,False
AB/CKL,FGHJ/KL,3,True,False,True,True,True,True,False,False
ACKL/B,KL/GI,1,True,True,False,False,True,False,True,True
B/ACKL,I/FHJKL,3,True,True,True,True,True,True,False,False
C/ABKL,FJ/GIKL,3,True,True,True,True,True,True,False,False
B/ACKL,FHJ/GIKL,3,True,True,True,True,True,True,False,False
AB/CKL,GI/HKL,3,True,True,True,True,True,True,False,False
ABCKL/,FHJKL/GI,1,False,True,False,False,True,True,True,True
AB/CKL,GI/KL,3,True,False,True,True,True,True,False,False
CKL/AB,FHJ/,1,True,False,False,False,True,True,True,False
B/ACKL,GI/HKL,3,True,True,True,True,True,True,False,False
AB/CKL,FHJ/GIKL,3,True,True,True,True,True,True,False,False
C/ABKL,GIJ/FHKL,3,True,True,True,True,True,True,False,False
AB/CKL,J/FHKL,3,True,True,True,True,True,True,False,False
B/ACKL,F/HIKL,3,True,True,True,True,True,True,False,False
CKL/AB,FJ/GI,1,True,True,False,False,True,True,True,False
C/ABKL,FHJ/GIKL,3,True,True,True,True,True,True,False,False
C/ABKL,GJ/FHIKL,3,True,True,True,True,True,True,False,False
B/ACKL,GI/KL,3,True,False,True,True,True,True,False,False
ABKL/C,KL/I,1,True,True,False,False,True,False,True,True
CKL/AB,IKL/H,1,True,True,False,False,True,True,True,True
ABKL/C,HIKL/FGJ,1,True,True,False,False,True,True,True,True
ABKL/C,KL/GI,1,True,True,False,False,True,False,True,True
B/ACKL,G/HIKL,3,True,True,True,True,True,True,False,False
CKL/AB,KL/FH,1,True,True,False,False,True,False,True,True
ACKL/B,HIKL/F,1,True,True,False,False,True,True,True,True
ABCKL/,IKL/FGHJ,1,False,True,False,False,True,True,True,True
ABKL/C,IKL/FGHJ,1,True,True,False,False,True,True,True,True
B/ACKL,G/FHIKL,3,True,True,True,True,True,True,False,False
B/ACKL,FGIJ/HKL,3,True,True,True,True,True,True,False,False
CKL/AB,I/GJ,1,True,True,False,False,True,True,True,False
AB/CKL,FJ/HIKL,3,True,True,True,True,True,True,False,False
C/ABKL,G/IKL,3,True,True,True,True,True,True,False,False
C/ABKL,FHJ/KL,3,True,False,True,True,True,True,False,False
C/ABKL,FHJ/IKL,3,True,True,True,True,True,True,False,False
CKL/AB,FGHJ/,1,True,False,False,False,True,True,True,False
CL/ABK,FJ/HK,1,True,True,True,True,True,True,True,False
B/ACKL,FJ/HIKL,3,True,True,True,True,True,True,False,False
CKL/AB,IKL/G,1,True,True,False,False,True,True,True,True
B/ACKL,H/FGIJKL,3,True,True,True,True,True,True,False,False
AB/CKL,GI/FHKL,3,True,True,True,True,True,True,False,False
C/ABKL,GI/FHKL,3,True,True,True,True,True,True,False,False
CKL/AB,HIKL/G,1,True,True,False,False,True,True,True,True
CKL/AB,FHIKL/,1,True,False,False,False,True,True,True,True
AB/CKL,FGHJ/IKL,3,True,True,True,True,True,True,False,False
ABKL/C,KL/H,1,True,True,False,False,True,False,True,True
CKL/AB,FGJ/,1,True,False,False,False,True,True,True,False
C/ABKL,FJ/HKL,3,True,True,True,True,True,True,False,False
ACKL/B,KL/FGHJ,1,True,True,False,False,True,False,True,True
B/ACKL,GJ/FHIKL,3,True,True,True,True,True,True,False,False
ABK/CL,G/IL,1,True,True,True,True,True,True,True,False
CKL/AB,FHKL/GIJ,1,True,True,False,False,True,True,True,True
CKL/AB,FHIJKL/,1,True,False,False,False,True,True,True,True
CKL/AB,F/GJ,1,True,True,False,False,True,True,True,False
CL/ABK,FHJ/K,1,True,False,True,True,True,True,True,False
CL/ABK,GJ/FHK,1,True,True,True,True,True,True,True,False
C/ABKL,GI/FHJKL,3,True,True,True,True,True,True,False,False
B/ACKL,GIJ/FHKL,3,True,True,True,True,True,True,False,False
ACKL/B,KL/FHJ,1,True,True,False,False,True,False,True,True
C/ABKL,/FGHIJKL,1,True,True,True,True,True,False,False,False
C/ABKL,FGJ/HIKL,3,True,True,True,True,True,True,False,False
AB/CKL,FHJ/KL,3,True,False,True,True,True,True,False,False
AB/CKL,FH/IKL,3,True,True,True,True,True,True,False,False
CL/ABK,IL/FHK,1,True,True,True,True,True,True,True,True
AB/CKL,FGIJ/HKL,3,True,True,True,True,True,True,False,False
CKL/AB,FH/J,1,True,True,False,False,True,True,True,False
ABKL/C,IKL/FH,1,True,True,False,False,True,True,True,True
C/ABKL,F/HKL,3,True,True,True,True,True,True,False,False
CKL/AB,GI/,1,True,False,False,False,True,True,True,False
ABKL/C,FHIKL/J,1,True,True,False,False,True,True,True,True
CKL/AB,J/G,1,True,True,False,False,True,True,True,False
CKL/AB,FHKL/I,1,True,True,False,False,True,True,True,True
ABCKL/,HKL/GI,1,False,True,False,False,True,True,True,True
B/ACKL,FGHJ/KL,3,True,False,True,True,True,True,False,False
CL/ABK,IL/HK,1,True,True,True,True,True,True,True,True
CL/ABK,L/FHK,1,True,True,True,True,True,False,True,True
AB/CKL,FJ/GHIKL,3,True,True,True,True,True,True,False,False
B/ACKL,FJ/GIKL,3,True,True,True,True,True,True,False,False
CKL/AB,GJ/FH,1,True,True,False,False,True,True,True,False
B/ACKL,GI/FHJKL,3,True,True,True,True,True,True,False,False
AB/CKL,FJ/GIKL,3,True,True,True,True,True,True,False,False
ABKL/C,HKL/FGIJ,1,True,True,False,False,True,True,True,True
B/ACKL,GI/FHKL,3,True,True,True,True,True,True,False,False
AB/CKL,G/HIKL,3,True,True,True,True,True,True,False,False
ACKL/B,KL/I,1,True,True,False,False,True,False,True,True
B/ACKL,H/KL,3,True,False,True,True,True,True,False,False
AB/CKL,FGJ/HKL,3,True,True,True,True,True,True,False,False
CKL/AB,FGHJKL/,1,True,False,False,False,True,True,True,True
C/ABKL,I/HKL,3,True,True,True,True,True,True,False,False
CKL/AB,HIKL/FGJ,1,True,True,False,False,True,True,True,True
CL/ABK,FGJ/HK,1,True,True,True,True,True,True,True,False
CKL/AB,I/,1,True,False,False,False,True,True,True,False
AB/CKL,F/HKL,3,True,True,True,True,True,True,False,False
C/ABKL,GI/KL,3,True,False,True,True,True,True,False,False
AB/CKL,I/FHJKL,3,True,True,True,True,True,True,False,False
CKL/AB,FHJKL/GI,1,True,True,False,False,True,True,True,True
CKL/AB,FHJKL/I,1,True,True,False,False,True,True,True,True
CL/ABK,F/HK,1,True,True,True,True,True,True,True,False
ABK/CL,HK/GIL,1,True,True,True,True,True,True,True,True
CL/ABK,L/HK,1,True,True,True,True,True,False,True,True
AB/CKL,FHJ/IKL,3,True,True,True,True,True,True,False,False
ABKL/C,FGHJKL/I,1,True,True,False,False,True,True,True,True
CKL/AB,G/,1,True,False,False,False,True,True,True,False
CKL/AB,IKL/FHJ,1,True,True,False,False,True,True,True,True
B/ACKL,G/FHIJKL,3,True,True,True,True,True,True,False,False
ACKL/B,IKL/FHJ,1,True,True,False,False,True,True,True,True
AB/CKL,F/HIKL,3,True,True,True,True,True,True,False,False
B/ACKL,I/KL,3,True,False,True,True,True,True,False,False
ABKL/C,GHIKL/FJ,1,True,True,False,False,True,True,True,True
C/ABKL,FJ/HIKL,3,True,True,True,True,True,True,False,False
ABCKL/,KL/FHJ,1,False,True,False,False,True,False,True,True
CL/ABK,GIL/FHJK,1,True,True,True,True,True,True,True,True
B/ACKL,FH/IKL,3,True,True,True,True,True,True,False,False
CKL/AB,KL/,1,True,False,False,False,True,False,True,True
AB/CKL,FJ/HKL,3,True,True,True,True,True,True,False,False
ACKL/B,IKL/H,1,True,True,False,False,True,True,True,True
AB/CKL,FH/KL,3,True,False,True,True,True,True,False,False
C/ABKL,FH/IKL,3,True,True,True,True,True,True,False,False
ABCKL/,HIKL/FGJ,1,False,True,False,False,True,True,True,True
ABCKL/,GIKL/FHJ,1,False,True,False,False,True,True,True,True
C/ABKL,H/FGIJKL,3,True,True,True,True,True,True,False,False
CKL/AB,G/FJ,1,True,True,False,False,True,True,True,False
CL/ABK,J/FHK,1,True,True,True,True,True,True,True,False
ABKL/C,FHKL/GI,1,True,True,False,False,True,True,True,True
ABKL/C,IKL/FHJ,1,True,True,False,False,True,True,True,True
ABK/CL,FGHJK/L,1,True,False,True,True,True,True,True,True
ACKL/B,HKL/FJ,1,True,True,False,False,True,True,True,True
AB/CKL,I/FGHJKL,3,True,True,True,True,True,True,False,False
CKL/AB,F/GIJ,1,True,True,False,False,True,True,True,False
CKL/AB,FGHJKL/I,1,True,True,False,False,True,True,True,True
ACKL/B,HIKL/FJ,1,True,True,False,False,True,True,True,True
ABCKL/,FHKL/GI,1,False,True,False,False,True,True,True,True
AB/CKL,I/FHKL,3,True,True,True,True,True,True,False,False
CKL/AB,FH/GJ,1,True,True,False,False,True,True,True,False
CKL/AB,H/FGJ,1,True,True,False,False,True,True,True,False
CKL/AB,HKL/FJ,1,True,True,False,False,True,True,True,True
ABCKL/,GHIKL/FJ,1,False,True,False,False,True,True,True,True
CL/ABK,L/FHJK,1,True,True,True,True,True,False,True,True
CKL/AB,FH/,1,True,False,False,False,True,True,True,False
C/ABKL,I/FHKL,3,True,True,True,True,True,True,False,False
C/ABKL,H/IKL,3,True,True,True,True,True,True,False,False
ABK/CL,FJ/GIL,1,True,True,True,True,True,True,True,False
B/ACKL,H/IKL,3,True,True,True,True,True,True,False,False
AB/CKL,G/IKL,3,True,True,True,True,True,True,False,False
ACKL/B,IKL/G,1,True,True,False,False,True,True,True,True
ACKL/B,FHKL/J,1,True,True,False,False,True,True,True,True
CKL/AB,HKL/GI,1,True,True,False,False,True,True,True,True
CKL/AB,F/,1,True,False,False,False,True,True,True,False
C/ABKL,H/KL,3,True,False,True,True,True,True,False,False
CKL/AB,KL/FHJ,1,True,True,False,False,True,False,True,True
ABKL/C,FGHIKL/J,1,True,True,False,False,True,True,True,True
ABK/CL,FHK/IL,1,True,True,True,True,True,True,True,True
AB/CKL,/FGHIJKL,1,True,True,True,True,True,False,False,False
CKL/AB,FHJKL/,1,True,False,False,False,True,True,True,True
AB/CKL,FGJ/HIKL,3,True,True,True,True,True,True,False,False
ABKL/C,FHKL/I,1,True,True,False,False,True,True,True,True
ABKL/C,HKL/GI,1,True,True,False,False,True,True,True,True
CKL/AB,FHIKL/J,1,True,True,False,False,True,True,True,True
C/ABKL,J/FHIKL,3,True,True,True,True,True,True,False,False
ABK/CL,FGHIJK/L,1,True,False,True,True,True,True,True,True
AB/CKL,J/FHIKL,3,True,True,True,True,True,True,False,False
ACKL/B,HIKL/G,1,True,True,False,False,True,True,True,True
CKL/AB,I/FGJ,1,True,True,False,False,True,True,True,False
ACKL/B,HKL/FGIJ,1,True,True,False,False,True,True,True,True
CKL/AB,GIKL/FHJ,1,True,True,False,False,True,True,True,True
ABCKL/,KL/GI,1,False,True,False,False,True,False,True,True
CKL/AB,HKL/F,1,True,True,False,False,True,True,True,True
CKL/AB,FGJ/I,1,True,True,False,False,True,True,True,False
C/ABKL,F/HIKL,3,True,True,True,True,True,True,False,False
B/ACKL,FGJ/HIKL,3,True,True,True,True,True,True,False,False
C/ABKL,I/FGHJKL,3,True,True,True,True,True,True,False,False
CKL/AB,FJ/G,1,True,True,False,False,True,True,True,False
ABKL/C,HKL/FGJ,1,True,True,False,False,True,True,True,True
ABKL/C,HKL/FJ,1,True,True,False,False,True,True,True,True
CKL/AB,FHKL/J,1,True,True,False,False,True,True,True,True
ABKL/C,HKL/F,1,True,True,False,False,True,True,True,True
ABKL/C,FHKL/GIJ,1,True,True,False,False,True,True,True,True
ABK/CL,FHJK/GIL,1,True,True,True,True,True,True,True,True
CKL/AB,FGJ/H,1,True,True,False,False,True,True,True,False
CKL/AB,FJ/H,1,True,True,False,False,True,True,True,False
ABCKL/,GIKL/FJ,1,False,True,False,False,True,True,True,True
B/ACKL,F/HKL,3,True,True,True,True,True,True,False,False
B/ACKL,I/FHKL,3,True,True,True,True,True,True,False,False
ABK/CL,HK/FGIJL,1,True,True,True,True,True,True,True,True
C/ABKL,G/FHIKL,3,True,True,True,True,True,True,False,False
ABK/CL,GI/L,1,True,False,True,True,True,True,True,False
ABCKL/,HIKL/FJ,1,False,True,False,False,True,True,True,True
ABK/CL,FGHJK/IL,1,True,True,True,True,True,True,True,True
CKL/AB,FGIJKL/,1,True,False,False,False,True,True,True,True
AB/CKL,GIJ/FHKL,3,True,True,True,True,True,True,False,False
C/ABKL,FGHJ/KL,3,True,False,True,True,True,True,False,False
ABKL/C,HKL/I,1,True,True,False,False,True,True,True,True
B/ACKL,I/HKL,3,True,True,True,True,True,True,False,False
AB/CKL,GJ/FHIKL,3,True,True,True,True,True,True,False,False
ACKL/B,FGHIKL/J,1,True,True,False,False,True,True,True,True
AB/CKL,GI/FHJKL,3,True,True,True,True,True,True,False,False
ABCKL/,HKL/FGJ,1,False,True,False,False,True,True,True,True
ABKL/C,FHIKL/GJ,1,True,True,False,False,True,True,True,True
CKL/AB,FHJ/G,1,True,True,False,False,True,True,True,False
ABK/CL,J/GIL,1,True,True,True,True,True,True,True,False
CKL/AB,HKL/,1,True,False,False,False,True,True,True,True
ACKL/B,HKL/F,1,True,True,False,False,True,True,True,True
CKL/AB,GIJ/,1,True,False,False,False,True,True,True,False
ACKL/B,FGHJKL/I,1,True,True,False,False,True,True,True,True
CL/ABK,L/K,1,True,False,True,True,True,False,True,True
ACKL/B,FHKL/I,1,True,True,False,False,True,True,True,True
CL/ABK,FGIJL/HK,1,True,True,True,True,True,True,True,True
CKL/AB,J/FH,1,True,True,False,False,True,True,True,False
CKL/AB,H/F,1,True,True,False,False,True,True,True,False
CKL/AB,KL/GI,1,True,True,False,False,True,False,True,True
CKL/AB,GIJ/F,1,True,True,False,False,True,True,True,False
ABKL/C,FHIJKL/G,1,True,True,False,False,True,True,True,True
AB/CKL,J/FGHIKL,3,True,True,True,True,True,True,False,False
CKL/AB,J/F,1,True,True,False,False,True,True,True,False
CL/ABK,IL/FHJK,1,True,True,True,True,True,True,True,True
AB/CKL,I/HKL,3,True,True,True,True,True,True,False,False
CKL/AB,HIKL/FJ,1,True,True,False,False,True,True,True,True
ABK/CL,FHJK/IL,1,True,True,True,True,True,True,True,True
CKL/AB,FHKL/,1,True,False,False,False,True,True,True,True
C/ABKL,FGHJ/IKL,3,True,True,True,True,True,True,False,False
CL/ABK,G/FHJK,1,True,True,True,True,True,True,True,False
ACKL/B,HKL/FGJ,1,True,True,False,False,True,True,True,True
CKL/AB,GIKL/FJ,1,True,True,False,False,True,True,True,True
CKL/AB,HIKL/F,1,True,True,False,False,True,True,True,True
ACKL/B,GHIKL/FJ,1,True,True,False,False,True,True,True,True
ACKL/B,HKL/I,1,True,True,False,False,True,True,True,True
CKL/AB,GJ/I,1,True,True,False,False,True,True,True,False
ABKL/C,IKL/G,1,True,True,False,False,True,True,True,True
ABK/CL,FHK/GIJL,1,True,True,True,True,True,True,True,True
CKL/AB,G/J,1,True,True,False,False,True,True,True,False
CKL/AB,FGHIJKL/,1,True,False,False,False,True,True,True,True
CKL/AB,F/H,1,True,True,False,False,True,True,True,False
ACKL/B,FHJKL/I,1,True,True,False,False,True,True,True,True
ABK/CL,K/L,1,True,False,True,True,True,False,True,True
ACKL/B,FHKL/GIJ,1,True,True,False,False,True,True,True,True
ACKL/B,KL/H,1,True,True,False,False,True,False,True,True
C/ABKL,J/FHKL,3,True,True,True,True,True,True,False,False
CKL/AB,KL/I,1,True,True,False,False,True,False,True,True
CKL/AB,FJ/,1,True,False,False,False,True,True,True,False
CKL/AB,GJ/,1,True,False,False,False,True,True,True,False
CKL/AB,IKL/FH,1,True,True,False,False,True,True,True,True
ABKL/C,KL/FGHJ,1,True,True,False,False,True,False,True,True
B/ACKL,FJ/GHIKL,3,True,True,True,True,True,True,False,False
CKL/AB,HIKL/,1,True,False,False,False,True,True,True,True
ABK/CL,GJ/IL,1,True,True,True,True,True,True,True,False
CKL/AB,HKL/FGIJ,1,True,True,False,False,True,True,True,True
ABKL/C,FHJKL/I,1,True,True,False,False,True,True,True,True
ABKL/C,GIKL/FHJ,1,True,True,False,False,True,True,True,True
ABKL/C,KL/FHJ,1,True,True,False,False,True,False,True,True
ABKL/C,HIKL/FJ,1,True,True,False,False,True,True,True,True
ABK/CL,HK/L,1,True,False,True,True,True,True,True,True
CL/ABK,GIJL/FHK,1,True,True,True,True,True,True,True,True
ABKL/C,HIKL/F,1,True,True,False,False,True,True,True,True
ABKL/C,KL/FH,1,True,True,False,False,True,False,True,True
ACKL/B,FHIJKL/G,1,True,True,False,False,True,True,True,True
CL/ABK,L/FGHIJK,1,True,True,True,True,True,False,True,True
CKL/AB,GI/FJ,1,True,True,False,False,True,True,True,False
CKL/AB,IKL/,1,True,False,False,False,True,True,True,True
CKL/AB,KL/H,1,True,True,False,False,True,False,True,True
CL/ABK,IL/FGHJK,1,True,True,True,True,True,True,True,True
CKL/AB,GHIKL/FJ,1,True,True,False,False,True,True,True,True
CKL/AB,GHIKL/,1,True,False,False,False,True,True,True,True
CL/ABK,FGIJ/HK,1,True,True,True,True,True,True,True,False
ABCKL/,IKL/FH,1,False,True,False,False,True,True,True,True
CKL/AB,F/J,1,True,True,False,False,True,True,True,False
ABK/CL,FHK/L,1,True,False,True,True,True,True,True,True
CL/ABK,GIL/HK,1,True,True,True,True,True,True,True,True
ABCKL/,FHKL/GIJ,1,False,True,False,False,True,True,True,True
ACKL/B,GIKL/FJ,1,True,True,False,False,True,True,True,True
CKL/AB,G/FHJ,1,True,True,False,False,True,True,True,False
CKL/AB,H/FJ,1,True,True,False,False,True,True,True,False
ABKL/C,GIKL/FJ,1,True,True,False,False,True,True,True,True
ACKL/B,FHIKL/J,1,True,True,False,False,True,True,True,True
CKL/AB,KL/FGHJ,1,True,True,False,False,True,False,True,True
ACKL/B,FHIKL/GJ,1,True,True,False,False,True,True,True,True
CL/ABK,L/FGHJK,1,True,True,True,True,True,False,True,True
ABK/CL,I/L,1,True,False,True,True,True,True,True,False
CKL/AB,H/,1,True,False,False,False,True,True,True,False
ABCKL/,KL/FH,1,False,True,False,False,True,False,True,True
B/ACKL,FGHJ/IKL,3,True,True,True,True,True,True,False,False
ABKL/C,HIKL/G,1,True,True,False,False,True,True,True,True
CKL/AB,GI/J,1,True,True,False,False,True,True,True,False
CKL/AB,FGHIKL/,1,True,False,False,False,True,True,True,True
ABKL/C,FHIKL/G,1,True,True,False,False,True,True,True,True
ACKL/B,KL/FH,1,True,True,False,False,True,False,True,True
CKL/AB,IKL/FGHJ,1,True,True,False,False,True,True,True,True
CKL/AB,I/G,1,True,True,False,False,True,True,True,False
CL/ABK,H/K,1,True,False,True,True,True,True,True,False
CKL/AB,GIKL/,1,True,False,False,False,True,True,True,True
ACKL/B,HKL/GI,1,True,True,False,False,True,True,True,True
ABCKL/,HKL/FJ,1,False,True,False,False,True,True,True,True
ABKL/C,IKL/H,1,True,True,False,False,True,True,True,True
ABKL/C,FHKL/J,1,True,True,False,False,True,True,True,True
CKL/AB,FGIJ/,1,True,False,False,False,True,True,True,False
CKL/AB,FHIKL/GJ,1,True,True,False,False,True,True,True,True
ABK/CL,HK/IL,1,True,True,True,True,True,True,True,True
CKL/AB,J/GI,1,True,True,False,False,True,True,True,False
ACKL/B,FGIJKL/H,1,True,True,False,False,True,True,True,True
ABKL/C,FHJKL/GI,1,True,True,False,False,True,True,True,True
ACKL/B,GIKL/FHJ,1,True,True,False,False,True,True,True,True
CKL/AB,FHKL/GI,1,True,True,False,False,True,True,True,True
CL/ABK,FH/K,1,True,False,True,True,True,True,True,False
ABKL/C,FGIJKL/H,1,True,True,False,False,True,True,True,True
B/ACKL,/FGHIJKL,1,True,True,True,True,True,False,False,False
ACKL/B,FHJKL/GI,1,True,True,False,False,True,True,True,True
CKL/AB,FHIJKL/G,1,True,True,False,False,True,True,True,True
BCDE/A,J/GI,2,True,True,False,False,True,True,False,False
ABCDE/,IKL/FGHJ,1,False,True,False,False,True,True,False,True
A/BCDE,I/GJ,3,True,True,False,False,True,True,False,False
A/BCDE,J/GI,3,True,True,False,False,True,True,False,False
A/BCDE,G/FJ,3,True,True,False,False,True,True,False,False
A/BCDE,I/G,2,True,True,False,False,True,True,False,False
A/BCDE,FGJ/,2,True,False,False,False,True,True,False,False
ABCDE/,H/FJ,2,False,True,False,False,True,True,False,False
BCDE/A,HKL/FJ,1,True,True,False,False,True,True,False,True
A/BCDE,J/F,2,True,True,False,False,True,True,False,False
A/BCDE,FJ/G,2,True,True,False,False,True,True,False,False
A/BCDE,J/FH,3,True,True,False,False,True,True,False,False
A/BCDE,G/FHJ,3,True,True,False,False,True,True,False,False
A/BCDE,GJ/FH,3,True,True,False,False,True,True,False,False
ABCDE/,FJ/GI,2,False,True,False,False,True,True,False,False
A/BCDE,FJ/GI,3,True,True,False,False,True,True,False,False
ABCDE/,H/FGJ,2,False,True,False,False,True,True,False,False
ABCDE/,GJ/FH,2,False,True,False,False,True,True,False,False
A/BCDE,GIKL/FJ,1,True,True,False,False,True,True,False,True
BCDE/A,/J,1,True,True,False,False,True,False,False,False
A/BCDE,FH/GJ,3,True,True,False,False,True,True,False,False
A/BCDE,FHKL/GIJ,1,True,True,False,False,True,True,False,True
ABCDE/,FHKL/GIJ,1,False,True,False,False,True,True,False,True
A/BCDE,/,1,True,False,False,False,True,False,False,False
A/BCDE,FHJ/,2,True,False,False,False,True,True,False,False
ABCDE/,GI/FJ,2,False,True,False,False,True,True,False,False
A/BCDE,IKL/FHJ,1,True,True,False,False,True,True,False,True
A/BCDE,GI/FJ,3,True,True,False,False,True,True,False,False
ABCDE/,GIKL/FHJ,1,False,True,False,False,True,True,False,True
ABCDE/,FH/GJ,2,False,True,False,False,True,True,False,False
A/BCDE,HIKL/FJ,1,True,True,False,False,True,True,False,True
A/BCDE,GJ/,2,True,False,False,False,True,True,False,False
BCDE/A,F/GJ,2,True,True,False,False,True,True,False,False
A/BCDE,F/GIJ,3,True,True,False,False,True,True,False,False
BCDE/A,GJ/F,1,True,True,False,False,True,True,False,False
ABCDE/,I/FGJ,2,False,True,False,False,True,True,False,False
BCDE/A,F/GIJ,2,True,True,False,False,True,True,False,False
BCDE/A,H/FGJ,2,True,True,False,False,True,True,False,False
BCDE/A,HKL/FGIJ,1,True,True,False,False,True,True,False,True
A/BCDE,G/I,2,True,True,False,False,True,True,False,False
BCDE/A,IKL/FHJ,1,True,True,False,False,True,True,False,True
BCDE/A,FJ/GI,2,True,True,False,False,True,True,False,False
ABCDE/,J/FH,2,False,True,False,False,True,True,False,False
BCDE/A,FJ/H,1,True,True,False,False,True,True,False,False
A/BCDE,GI/J,2,True,True,False,False,True,True,False,False
A/BCDE,J/G,2,True,True,False,False,True,True,False,False
A/BCDE,HKL/GI,1,True,True,False,False,True,True,False,True
ABCDE/,KL/GI,1,False,True,False,False,True,False,False,True
A/BCDE,FGJ/I,2,True,True,False,False,True,True,False,False
A/BCDE,HKL/FGJ,1,True,True,False,False,True,True,False,True
A/BCDE,FGJ/H,2,True,True,False,False,True,True,False,False
A/BCDE,FH/,2,True,False,False,False,True,True,False,False
A/BCDE,FHJKL/GI,1,True,True,False,False,True,True,False,True
BCDE/A,F/J,1,True,True,False,False,True,True,False,False
BCDE/A,FHIKL/GJ,1,True,True,False,False,True,True,False,True
BCDE/A,IKL/FGHJ,1,True,True,False,False,True,True,False,True
ABCDE/,F/GIJ,2,False,True,False,False,True,True,False,False
A/BCDE,GIJ/,2,True,False,False,False,True,True,False,False
A/BCDE,F/H,2,True,True,False,False,True,True,False,False
A/BCDE,H/,2,True,False,False,False,True,True,False,False
BCDE/A,FH/GJ,2,True,True,False,False,True,True,False,False
ABCDE/,G/FJ,2,False,True,False,False,True,True,False,False
ABCDE/,HKL/GI,1,False,True,False,False,True,True,False,True
ABCDE/,G/FHJ,2,False,True,False,False,True,True,False,False
ABCDE/,HIKL/FGJ,1,False,True,False,False,True,True,False,True
A/BCDE,G/,2,True,False,False,False,True,True,False,False
ABCDE/,KL/FH,1,False,True,False,False,True,False,False,True
A/BCDE,KL/FGHJ,1,True,True,False,False,True,False,False,True
A/BCDE,KL/GI,1,True,True,False,False,True,False,False,True
ABCDE/,GIKL/FJ,1,False,True,False,False,True,True,False,True
BCDE/A,G/FJ,2,True,True,False,False,True,True,False,False
ABCDE/,J/GI,2,False,True,False,False,True,True,False,False
BCDE/A,J/F,1,True,True,False,False,True,True,False,False
A/BCDE,J/,2,True,False,False,False,True,True,False,False
A/BCDE,F/GJ,3,True,True,False,False,True,True,False,False
