sscl1,sscl2,n,a,b,c1,c2,astar,bstar,cstar1,cstar2
AL/CDEK,FGHIJL/K,1,True,False,True,True,True,True,True,True
CK/ADEL,IK/GHL,1,True,True,True,True,True,True,True,True
CK/ADEL,FHJ/GL,1,True,True,True,True,True,True,True,False
CDEKL/A,GKL/IJ,1,True,True,False,False,True,True,True,True
ADEL/CK,GL/FHIJK,1,True,True,True,True,True,True,True,True
CK/ADEL,FHIJK/GL,1,True,True,True,True,True,True,True,True
ADEL/CK,FJ/IK,1,True,True,True,True,True,True,True,False
ADEL/CK,FGHIJL/K,1,True,False,True,True,True,True,True,True
AL/CDEK,I/K,1,True,False,True,True,True,True,True,False
CDEKL/A,GKL/FHJ,1,True,True,False,False,True,True,True,True
CK/ADEL,FIJK/GHL,1,True,True,True,True,True,True,True,True
ACDEKL/,FGHKL/IJ,1,False,True,False,False,True,True,True,True
CDEKL/A,GIKL/J,1,True,True,False,False,True,True,True,True
ACDEKL/,GIKL/FHJ,1,False,True,False,False,True,True,True,True
CDEK/AL,K/FGHL,1,True,True,True,True,True,False,True,True
AL/CDEK,J/IK,1,True,True,True,True,True,True,True,False
ADEL/CK,FGHJL/IK,1,True,True,True,True,True,True,True,True
CK/ADEL,K/GL,1,True,True,True,True,True,False,True,True
CDEK/AL,FHIJ/GL,1,True,True,True,True,True,True,True,False
CDEK/AL,G/L,1,True,False,True,True,True,True,True,False
CK/ADEL,FJ/GHL,1,True,True,True,True,True,True,True,False
AL/CDEK,GL/FHIJK,1,True,True,True,True,True,True,True,True
AL/CDEK,F/IJK,1,True,True,True,True,True,True,True,False
ADEL/CK,FHJ/IK,1,True,True,True,True,True,True,True,False
CDEKL/A,FGHKL/I,1,True,True,False,False,True,True,True,True
A/BCDEK,FGHJL/IK,1,True,True,True,True,True,True,False,True
ABCDEK/,IK/FHJ,1,False,True,False,False,True,True,True,True
ABC/DEK,FJ/IK,3,True,True,True,True,True,True,False,False
DEK/ABC,K/IJ,1,True,True,False,False,True,False,True,True
A/BCDEK,/K,1,True,False,True,True,True,False,False,False
AB/CDEK,GL/FHIJK,1,True,True,True,True,True,True,False,True
A/BCDEK,F/IJK,3,True,True,True,True,True,True,False,False
CDEK/AB,FIJK/,1,True,False,False,False,True,True,True,True
ABC/DEK,FIJ/K,2,True,False,True,True,True,True,False,False
ABC/DEK,J/IK,3,True,True,True,True,True,True,False,False
AB/CDEK,FIJ/K,2,True,False,True,True,True,True,False,False
A/BCDEK,FHJ/IK,3,True,True,True,True,True,True,False,False
BCDEK/A,K/FIJ,1,True,True,False,False,True,False,True,True
A/BCDEK,FJ/IK,3,True,True,True,True,True,True,False,False
DEK/ABC,IK/FJ,1,True,True,False,False,True,True,True,True
AB/CDEK,F/IJK,3,True,True,True,True,True,True,False,False
ABC/DEK,FGHJL/IK,1,True,True,True,True,True,True,False,True
AB/CDEK,J/IK,3,True,True,True,True,True,True,False,False
ABC/DEK,I/K,2,True,False,True,True,True,True,False,False
ABCDEK/,K/IJ,1,False,True,False,False,True,False,True,True
CDEK/AB,F/,1,True,False,False,False,True,True,True,False
AB/CDEK,FJ/IK,3,True,True,True,True,True,True,False,False
AB/CDEK,IJ/K,2,True,False,True,True,True,True,False,False
ABC/DEK,GHL/FIJK,1,True,True,True,True,True,True,False,True
A/BCDEK,IJ/K,2,True,False,True,True,True,True,False,False
DEK/ABC,IJK/F,1,True,True,False,False,True,True,True,True
CDEK/AB,F/J,1,True,True,False,False,True,True,True,False
CDEK/AB,IK/FHJ,1,True,True,False,False,True,True,True,True
CDEK/AB,IJ/,1,True,False,False,False,True,True,True,False
DEK/ABC,F/,1,True,False,False,False,True,True,True,False
ABC/DEK,GL/FHIJK,1,True,True,True,True,True,True,False,True
BCDEK/A,IK/FHJ,1,True,True,False,False,True,True,True,True
CDEK/AB,F/IJ,1,True,True,False,False,True,True,True,False
AB/CDEK,I/K,2,True,False,True,True,True,True,False,False
CDEK/AB,J/F,1,True,True,False,False,True,True,True,False
CDEK/AB,IK/,1,True,False,False,False,True,True,True,True
AB/CDEK,FHJ/IK,3,True,True,True,True,True,True,False,False
CDEK/AB,J/,1,True,False,False,False,True,True,True,False
ABC/DEK,/K,1,True,False,True,True,True,False,False,False
CDEK/AB,IJ/F,1,True,True,False,False,True,True,True,False
AB/CDEK,GHL/FIJK,1,True,True,True,True,True,True,False,True
DEK/ABC,IK/FHJ,1,True,True,False,False,True,True,True,True
CDEK/AB,I/,1,True,False,False,False,True,True,True,False
AB/CDEK,GL/IJK,1,True,True,True,True,True,True,False,True
AB/CDEK,FGHL/IJK,1,True,True,True,True,True,True,False,True
A/BCDEK,GL/FHIJK,1,True,True,True,True,True,True,False,True
AB/CDEK,FGHJL/IK,1,True,True,True,True,True,True,False,True
DEK/ABC,FJ/,1,True,False,False,False,True,True,True,False
ABC/DEK,GL/IK,1,True,True,True,True,True,True,False,True
BCDEK/A,K/IJ,1,True,True,False,False,True,False,True,True
ABC/DEK,FGHL/IJK,1,True,True,True,True,True,True,False,True
CDEK/AB,K/IJ,1,True,True,False,False,True,False,True,True
A/BCDEK,GL/IK,1,True,True,True,True,True,True,False,True
DEK/ABC,J/F,1,True,True,False,False,True,True,True,False
DEK/ABC,I/,1,True,False,False,False,True,True,True,False
CDEK/AB,IK/J,1,True,True,False,False,True,True,True,True
CDEK/AB,IK/FJ,1,True,True,False,False,True,True,True,True
ABC/DEK,GHL/IK,1,True,True,True,True,True,True,False,True
DEK/ABC,F/IJ,1,True,True,False,False,True,True,True,False
DEK/ABC,I/J,1,True,True,False,False,True,True,True,False
DEK/ABC,K/,1,True,False,False,False,True,False,True,True
ABC/DEK,GL/IJK,1,True,True,True,True,True,True,False,True
A/BCDEK,GHL/FIJK,1,True,True,True,True,True,True,False,True
DEK/ABC,FIJK/,1,True,False,False,False,True,True,True,True
BCDEK/A,IK/J,1,True,True,False,False,True,True,True,True
ABC/DEK,IJ/K,2,True,False,True,True,True,True,False,False
BCDEK/A,K/I,1,True,True,False,False,True,False,True,True
DEK/ABC,FHJ/,1,True,False,False,False,True,True,True,False
A/BCDEK,GHL/IK,1,True,True,True,True,True,True,False,True
CDEK/AB,K/FIJ,1,True,True,False,False,True,False,True,True
CDEK/AB,I/J,1,True,True,False,False,True,True,True,False
DEK/ABC,IK/,1,True,False,False,False,True,True,True,True
CDEK/AB,FHJ/,1,True,False,False,False,True,True,True,False
BCDEK/A,IJK/F,1,True,True,False,False,True,True,True,True
ABCDEK/,K/FIJ,1,False,True,False,False,True,False,True,True
A/BCDEK,J/IK,3,True,True,True,True,True,True,False,False
A/BCDEK,FIJ/K,2,True,False,True,True,True,True,False,False
DEK/ABC,H/FJ,1,True,True,False,False,True,True,True,False
CDEK/AB,H/FJ,1,True,True,False,False,True,True,True,False
CDEK/AB,FJ/,1,True,False,False,False,True,True,True,False
ABCDEK/,IK/FJ,1,False,True,False,False,True,True,True,True
CDEK/AB,FHIJK/,1,True,False,False,False,True,True,True,True
BCDEK/A,IK/FJ,1,True,True,False,False,True,True,True,True
AB/CDEK,/K,1,True,False,True,True,True,False,False,False
DEK/ABC,K/FIJ,1,True,True,False,False,True,False,True,True
DEK/ABC,J/,1,True,False,False,False,True,True,True,False
A/BCDEK,GL/IJK,1,True,True,True,True,True,True,False,True
DEK/ABC,H/,1,True,False,False,False,True,True,True,False
CDEK/AB,FIJ/,1,True,False,False,False,True,True,True,False
CDEK/AB,IJK/F,1,True,True,False,False,True,True,True,True
AB/CDEK,GL/IK,1,True,True,True,True,True,True,False,True
DEK/ABC,IJ/F,1,True,True,False,False,True,True,True,False
A/BCDEK,FGHL/IJK,1,True,True,True,True,True,True,False,True
DEK/ABC,IK/J,1,True,True,False,False,True,True,True,True
ABC/DEK,F/IJK,3,True,True,True,True,True,True,False,False
DEK/ABC,J/I,1,True,True,False,False,True,True,True,False
DEK/ABC,IJ/,1,True,False,False,False,True,True,True,False
CDEK/AB,J/I,1,True,True,False,False,True,True,True,False
DEK/ABC,K/I,1,True,True,False,False,True,False,True,True
CDEK/AB,K/I,1,True,True,False,False,True,False,True,True
CDEK/AB,FJ/H,1,True,True,False,False,True,True,True,False
DEK/ABC,IJK/,1,True,False,False,False,True,True,True,True
A/BCDEK,I/K,2,True,False,True,True,True,True,False,False
ABC/DEK,FHJ/IK,3,True,True,True,True,True,True,False,False
DEK/ABC,FJ/H,1,True,True,False,False,True,True,True,False
CDEK/AB,H/,1,True,False,False,False,True,True,True,False
DEK/ABC,FIJ/,1,True,False,False,False,True,True,True,False
CDEK/AB,IJK/,1,True,False,False,False,True,True,True,True
DEK/ABC,FHIJK/,1,True,False,False,False,True,True,True,True
AB/CDEK,GHL/IK,1,True,True,True,True,True,True,False,True
CDEK/AB,K/,1,True,False,False,False,True,False,True,True
DEK/ABC,F/J,1,True,True,False,False,True,True,True,False
CK/DEL,IK/FGHJL,1,True,True,True,True,True,True,True,True
CK/DEL,K/FGHIJL,1,True,True,True,True,True,False,True,True
DEL/CK,GHL/K,1,True,False,True,True,True,True,True,True
C/DEKL,IJ/GKL,3,True,True,True,True,True,True,False,False
CDEK/L,FHIJK/GL,1,False,True,True,True,True,True,True,True
DEKL/C,GIKL/J,1,True,True,False,False,True,True,True,True
L/CDEK,IJ/K,1,True,False,True,True,False,True,True,False
DEL/CK,FJ/IK,1,True,True,True,True,True,True,True,False
CEK/DL,IK/GHL,1,True,True,True,True,True,True,True,True
CDEK/L,IJK/FGHL,1,False,True,True,True,True,True,True,True
DEL/CK,FGHIJL/K,1,True,False,True,True,True,True,True,True
DL/CEK,GHL/IK,1,True,True,True,True,True,True,True,True
DEL/CK,GL/FHIJK,1,True,True,True,True,True,True,True,True
L/CDEK,J/IK,1,True,True,True,True,False,True,True,False
CK/DEL,FHIJ/GL,1,True,True,True,True,True,True,True,False
CDEK/L,K/FGHL,1,False,True,True,True,True,False,True,True
L/CDEK,GHL/K,1,True,False,True,True,False,True,True,True
L/CDEK,GL/IK,1,True,True,True,True,False,True,True,True
C/DEKL,FHIJ/GKL,3,True,True,True,True,True,True,False,False
DEKL/C,GKL/H,1,True,True,False,False,True,True,True,True
DEL/CK,F/IJK,1,True,True,True,True,True,True,True,False
C/DEKL,FHJ/GIKL,3,True,True,True,True,True,True,False,False
DEKL/C,GIKL/H,1,True,True,False,False,True,True,True,True
DEKL/C,GHKL/I,1,True,True,False,False,True,True,True,True
DL/CEK,I/K,1,True,False,True,True,True,True,True,False
DEKL/C,GIJKL/FH,1,True,True,False,False,True,True,True,True
CDEKL/,GIKL/FHJ,1,False,True,False,False,True,True,True,True
CDEKL/,GHKL/FIJ,1,False,True,False,False,True,True,True,True
DL/CEK,GL/IJK,1,True,True,True,True,True,True,True,True
CDEK/L,K/FGHIJL,1,False,True,True,True,True,False,True,True
CEK/DL,IK/GL,1,True,True,True,True,True,True,True,True
DEKL/C,FGHKL/I,1,True,True,False,False,True,True,True,True
C/DEKL,FH/GIJKL,3,True,True,True,True,True,True,False,False
CEK/DL,FHIJK/GL,1,True,True,True,True,True,True,True,True
L/CDEK,FIJ/K,1,True,False,True,True,False,True,True,False
C/DEKL,FJ/GHIKL,3,True,True,True,True,True,True,False,False
DEKL/C,GHIKL/FJ,1,True,True,False,False,True,True,True,True
CK/DEL,K/FGHJL,1,True,True,True,True,True,False,True,True
L/CDEK,FGHIJL/K,1,True,False,True,True,False,True,True,True
C/DEKL,J/FGHIKL,3,True,True,True,True,True,True,False,False
C/DEKL,IJ/FGHKL,3,True,True,True,True,True,True,False,False
CK/DEL,IK/GHL,1,True,True,True,True,True,True,True,True
DEL/CK,FIJ/K,1,True,False,True,True,True,True,True,False
DEL/CK,FGHL/K,1,True,False,True,True,True,True,True,True
CK/DEL,FJ/GHL,1,True,True,True,True,True,True,True,False
CDEK/L,IJK/GL,1,False,True,True,True,True,True,True,True
C/DEKL,FH/GKL,3,True,True,True,True,True,True,False,False
C/DEKL,I/GKL,3,True,True,True,True,True,True,False,False
L/CDEK,FGHL/K,1,True,False,True,True,False,True,True,True
CEK/DL,FIJK/GHL,1,True,True,True,True,True,True,True,True
DEL/CK,FGHJL/IK,1,True,True,True,True,True,True,True,True
L/CDEK,FGHJL/K,1,True,False,True,True,False,True,True,True
L/CDEK,FJ/IK,1,True,True,True,True,False,True,True,False
DEL/CK,GHL/IK,1,True,True,True,True,True,True,True,True
CDEKL/,GKL/FHJ,1,False,True,False,False,True,True,True,True
CDEK/L,FIJK/GHL,1,False,True,True,True,True,True,True,True
CDEKL/,GKL/FH,1,False,True,False,False,True,True,True,True
CEK/DL,H/GL,1,True,True,True,True,True,True,True,False
C/DEKL,I/GHKL,3,True,True,True,True,True,True,False,False
C/DEKL,H/GKL,3,True,True,True,True,True,True,False,False
DL/CEK,FIJ/K,1,True,False,True,True,True,True,True,False
DL/CEK,FGHL/IJK,1,True,True,True,True,True,True,True,True
C/DEKL,I/FGHKL,3,True,True,True,True,True,True,False,False
C/DEKL,FHJ/GKL,3,True,True,True,True,True,True,False,False
DEL/CK,I/K,1,True,False,True,True,True,True,True,False
CK/DEL,IJK/FGHL,1,True,True,True,True,True,True,True,True
CEK/DL,K/FGHL,1,True,True,True,True,True,False,True,True
DL/CEK,FHJ/IK,1,True,True,True,True,True,True,True,False
C/DEKL,FIJ/GHKL,3,True,True,True,True,True,True,False,False
CK/DEL,K/FGHL,1,True,True,True,True,True,False,True,True
CDEKL/,GKL/FHIJ,1,False,True,False,False,True,True,True,True
DL/CEK,GL/IK,1,True,True,True,True,True,True,True,True
L/CDEK,GL/FHIJK,1,True,True,True,True,False,True,True,True
DL/CEK,FGHL/K,1,True,False,True,True,True,True,True,True
CK/DEL,K/GL,1,True,True,True,True,True,False,True,True
DL/CEK,F/IJK,1,True,True,True,True,True,True,True,False
CEK/DL,FH/GL,1,True,True,True,True,True,True,True,False
DEKL/C,FGHJKL/I,1,True,True,False,False,True,True,True,True
CDEKL/,GHIKL/FJ,1,False,True,False,False,True,True,True,True
CEK/DL,K/GHL,1,True,True,True,True,True,False,True,True
DL/CEK,FJ/IK,1,True,True,True,True,True,True,True,False
CEK/DL,K/GL,1,True,True,True,True,True,False,True,True
DEL/CK,FGHL/IJK,1,True,True,True,True,True,True,True,True
C/DEKL,H/GIKL,3,True,True,True,True,True,True,False,False
CEK/DL,IJK/FGHL,1,True,True,True,True,True,True,True,True
DL/CEK,GHL/FIJK,1,True,True,True,True,True,True,True,True
DEL/CK,FGHJL/K,1,True,False,True,True,True,True,True,True
DEL/CK,GL/K,1,True,False,True,True,True,True,True,True
DEL/CK,GL/IK,1,True,True,True,True,True,True,True,True
DEL/CK,GL/IJK,1,True,True,True,True,True,True,True,True
DEL/CK,FHJ/IK,1,True,True,True,True,True,True,True,False
CK/DEL,FHIJK/GL,1,True,True,True,True,True,True,True,True
DL/CEK,FGHJL/IK,1,True,True,True,True,True,True,True,True
L/CDEK,F/IJK,1,True,True,True,True,False,True,True,False
L/CDEK,I/K,1,True,False,True,True,False,True,True,False
L/CDEK,GHL/FIJK,1,True,True,True,True,False,True,True,True
DL/CEK,GHL/K,1,True,False,True,True,True,True,True,True
C/DEKL,I/FGHJKL,3,True,True,True,True,True,True,False,False
DEKL/C,GKL/I,1,True,True,False,False,True,True,True,True
CDEKL/,FGHKL/IJ,1,False,True,False,False,True,True,True,True
CDEK/L,IK/FGHJL,1,False,True,True,True,True,True,True,True
DL/CEK,GL/K,1,True,False,True,True,True,True,True,True
DL/CEK,J/IK,1,True,True,True,True,True,True,True,False
CK/DEL,J/FGHL,1,True,True,True,True,True,True,True,False
L/CDEK,GL/IJK,1,True,True,True,True,False,True,True,True
DEKL/C,FGHIKL/J,1,True,True,False,False,True,True,True,True
CK/DEL,G/L,1,True,False,True,True,True,True,True,False
L/CDEK,GHL/IK,1,True,True,True,True,False,True,True,True
CEK/DL,K/FGHIJL,1,True,True,True,True,True,False,True,True
DEKL/C,GKL/IJ,1,True,True,False,False,True,True,True,True
CDEKL/,GIJKL/FH,1,False,True,False,False,True,True,True,True
CEK/DL,G/L,1,True,False,True,True,True,True,True,False
DEL/CK,IJ/K,1,True,False,True,True,True,True,True,False
CEK/DL,K/FGHJL,1,True,True,True,True,True,False,True,True
CK/DEL,FH/GL,1,True,True,True,True,True,True,True,False
DEKL/C,GIKL/FHJ,1,True,True,False,False,True,True,True,True
CDEK/L,K/GL,1,False,True,True,True,True,False,True,True
DL/CEK,GL/FHIJK,1,True,True,True,True,True,True,True,True
CK/DEL,FIJK/GHL,1,True,True,True,True,True,True,True,True
CK/DEL,FHJ/GL,1,True,True,True,True,True,True,True,False
L/CDEK,GL/K,1,True,False,True,True,False,True,True,True
DEKL/C,GKL/FHIJ,1,True,True,False,False,True,True,True,True
CEK/DL,J/FGHL,1,True,True,True,True,True,True,True,False
DEL/CK,J/IK,1,True,True,True,True,True,True,True,False
CK/DEL,IJK/GL,1,True,True,True,True,True,True,True,True
L/CDEK,FHJ/IK,1,True,True,True,True,False,True,True,False
C/DEKL,J/GIKL,3,True,True,True,True,True,True,False,False
CK/DEL,K/GHL,1,True,True,True,True,True,False,True,True
DL/CEK,IJ/K,1,True,False,True,True,True,True,True,False
CK/DEL,IK/GL,1,True,True,True,True,True,True,True,True
CDEK/L,K/FGHJL,1,False,True,True,True,True,False,True,True
CDEK/L,IK/GL,1,False,True,True,True,True,True,True,True
DL/CEK,FGHJL/K,1,True,False,True,True,True,True,True,True
DEKL/C,GHKL/FIJ,1,True,True,False,False,True,True,True,True
DEKL/C,GKL/FH,1,True,True,False,False,True,True,True,True
CDEK/L,IK/GHL,1,False,True,True,True,True,True,True,True
CEK/DL,FJ/GHL,1,True,True,True,True,True,True,True,False
CEK/DL,IK/FGHJL,1,True,True,True,True,True,True,True,True
CDEK/L,K/GHL,1,False,True,True,True,True,False,True,True
DEKL/C,GKL/FHJ,1,True,True,False,False,True,True,True,True
L/CDEK,FGHJL/IK,1,True,True,True,True,False,True,True,True
DEL/CK,GHL/FIJK,1,True,True,True,True,True,True,True,True
CEK/DL,IJK/GL,1,True,True,True,True,True,True,True,True
CK/DEL,H/GL,1,True,True,True,True,True,True,True,False
DEKL/C,FGHKL/IJ,1,True,True,False,False,True,True,True,True
CDEKL/,GKL/IJ,1,False,True,False,False,True,True,True,True
C/DEKL,/FGHIJKL,1,True,True,True,True,True,False,False,False
L/CDEK,FGHL/IJK,1,True,True,True,True,False,True,True,True
CEK/DL,FHIJ/GL,1,True,True,True,True,True,True,True,False
CEK/DL,FHJ/GL,1,True,True,True,True,True,True,True,False
DL/CEK,FGHIJL/K,1,True,False,True,True,True,True,True,True
CDEK/B,IK/FJ,1,True,True,False,False,True,True,True,True
B/CDEK,J/IK,3,True,True,True,True,True,True,False,False
B/CDEK,F/IJK,3,True,True,True,True,True,True,False,False
CDEK/B,K/I,1,True,True,False,False,True,False,True,True
B/CDEK,GL/IJK,1,True,True,True,True,True,True,False,True
B/CDEK,FGHJL/IK,1,True,True,True,True,True,True,False,True
CDEK/B,K/IJ,1,True,True,False,False,True,False,True,True
BCDEK/,K/FIJ,1,False,True,False,False,True,False,True,True
B/CDEK,FHJ/IK,3,True,True,True,True,True,True,False,False
B/CDEK,FIJ/K,2,True,False,True,True,True,True,False,False
B/CDEK,GL/FHIJK,1,True,True,True,True,True,True,False,True
CDEK/B,IJK/F,1,True,True,False,False,True,True,True,True
B/CDEK,I/K,2,True,False,True,True,True,True,False,False
B/CDEK,GL/IK,1,True,True,True,True,True,True,False,True
B/CDEK,GHL/FIJK,1,True,True,True,True,True,True,False,True
BCDEK/,IK/FJ,1,False,True,False,False,True,True,True,True
B/CDEK,IJ/K,2,True,False,True,True,True,True,False,False
B/CDEK,FJ/IK,3,True,True,True,True,True,True,False,False
B/CDEK,FGHL/IJK,1,True,True,True,True,True,True,False,True
CDEK/B,K/FIJ,1,True,True,False,False,True,False,True,True
BCDEK/,IK/FHJ,1,False,True,False,False,True,True,True,True
B/CDEK,/K,1,True,False,True,True,True,False,False,False
BCDEK/,K/IJ,1,False,True,False,False,True,False,True,True
B/CDEK,GHL/IK,1,True,True,True,True,True,True,False,True
CDEK/B,IK/FHJ,1,True,True,False,False,True,True,True,True
CDEK/B,IK/J,1,True,True,False,False,True,True,True,True
CEK/AB,FJ/,1,True,False,False,False,True,True,True,False
AB/CEK,IJ/K,2,True,False,True,True,True,True,False,False
A/BCEK,J/IK,3,True,True,True,True,True,True,False,False
CEK/AB,FHIJK/,1,True,False,False,False,True,True,True,True
CEK/AB,IK/FJ,1,True,True,False,False,True,True,True,True
AB/CEK,F/IJK,3,True,True,True,True,True,True,False,False
AB/CEK,FJ/IK,3,True,True,True,True,True,True,False,False
A/BCEK,I/K,2,True,False,True,True,True,True,False,False
CEK/AB,FJ/H,1,True,True,False,False,True,True,True,False
AB/CEK,FIJ/K,2,True,False,True,True,True,True,False,False
AB/CEK,GL/IJK,1,True,True,True,True,True,True,False,True
A/BCEK,FJ/IK,3,True,True,True,True,True,True,False,False
A/BCEK,GL/FHIJK,1,True,True,True,True,True,True,False,True
CEK/AB,J/F,1,True,True,False,False,True,True,True,False
AB/CEK,I/K,2,True,False,True,True,True,True,False,False
CEK/AB,H/,1,True,False,False,False,True,True,True,False
CEK/AB,IJ/,1,True,False,False,False,True,True,True,False
CEK/AB,IK/J,1,True,True,False,False,True,True,True,True
AB/CEK,J/IK,3,True,True,True,True,True,True,False,False
AB/CEK,GHL/IK,1,True,True,True,True,True,True,False,True
A/BCEK,FGHJL/IK,1,True,True,True,True,True,True,False,True
CEK/AB,IK/,1,True,False,False,False,True,True,True,True
AB/CEK,/K,1,True,False,True,True,True,False,False,False
AB/CEK,FHJ/IK,3,True,True,True,True,True,True,False,False
A/BCEK,F/IJK,3,True,True,True,True,True,True,False,False
ABCEK/,K/FIJ,1,False,True,False,False,True,False,True,True
CEK/AB,I/J,1,True,True,False,False,True,True,True,False
AB/CEK,GL/IK,1,True,True,True,True,True,True,False,True
ABCEK/,IK/FJ,1,False,True,False,False,True,True,True,True
A/BCEK,/K,1,True,False,True,True,True,False,False,False
CEK/AB,H/FJ,1,True,True,False,False,True,True,True,False
ABCEK/,IK/FHJ,1,False,True,False,False,True,True,True,True
BCEK/A,K/I,1,True,True,False,False,True,False,True,True
CEK/AB,K/IJ,1,True,True,False,False,True,False,True,True
BCEK/A,K/IJ,1,True,True,False,False,True,False,True,True
A/BCEK,FHJ/IK,3,True,True,True,True,True,True,False,False
CEK/AB,IJK/F,1,True,True,False,False,True,True,True,True
AB/CEK,GHL/FIJK,1,True,True,True,True,True,True,False,True
A/BCEK,GL/IK,1,True,True,True,True,True,True,False,True
A/BCEK,FIJ/K,2,True,False,True,True,True,True,False,False
CEK/AB,I/,1,True,False,False,False,True,True,True,False
ABCEK/,K/IJ,1,False,True,False,False,True,False,True,True
BCEK/A,IK/J,1,True,True,False,False,True,True,True,True
AB/CEK,FGHJL/IK,1,True,True,True,True,True,True,False,True
CEK/AB,FIJ/,1,True,False,False,False,True,True,True,False
CEK/AB,K/I,1,True,True,False,False,True,False,True,True
CEK/AB,FHJ/,1,True,False,False,False,True,True,True,False
BCEK/A,IK/FJ,1,True,True,False,False,True,True,True,True
AB/CEK,GL/FHIJK,1,True,True,True,True,True,True,False,True
BCEK/A,K/FIJ,1,True,True,False,False,True,False,True,True
CEK/AB,F/,1,True,False,False,False,True,True,True,False
A/BCEK,GHL/IK,1,True,True,True,True,True,True,False,True
A/BCEK,IJ/K,2,True,False,True,True,True,True,False,False
CEK/AB,K/,1,True,False,False,False,True,False,True,True
CEK/AB,FIJK/,1,True,False,False,False,True,True,True,True
CEK/AB,IJK/,1,True,False,False,False,True,True,True,True
A/BCEK,GHL/FIJK,1,True,True,True,True,True,True,False,True
CEK/AB,F/IJ,1,True,True,False,False,True,True,True,False
AB/CEK,FGHL/IJK,1,True,True,True,True,True,True,False,True
A/BCEK,FGHL/IJK,1,True,True,True,True,True,True,False,True
CEK/AB,IJ/F,1,True,True,False,False,True,True,True,False
CEK/AB,J/I,1,True,True,False,False,True,True,True,False
BCEK/A,IJK/F,1,True,True,False,False,True,True,True,True
CEK/AB,J/,1,True,False,False,False,True,True,True,False
CEK/AB,K/FIJ,1,True,True,False,False,True,False,True,True
CEK/AB,IK/FHJ,1,True,True,False,False,True,True,True,True
CEK/AB,F/J,1,True,True,False,False,True,True,True,False
BCEK/A,IK/FHJ,1,True,True,False,False,True,True,True,True
A/BCEK,GL/IJK,1,True,True,True,True,True,True,False,True
DL/ABC,FJ/H,1,True,True,False,False,True,True,True,False
ABC/DL,IK/FGHJL,1,True,True,True,True,True,True,False,True
DL/ABC,FHJ/,1,True,False,False,False,True,True,True,False
ABC/DL,IJK/GL,1,True,True,True,True,True,True,False,True
ABC/DL,FHJ/GL,3,True,True,True,True,True,True,False,False
DL/ABC,J/,1,True,False,False,False,True,True,True,False
ABC/DL,K/GL,1,True,True,True,True,True,False,False,True
DL/ABC,H/FJ,1,True,True,False,False,True,True,True,False
DL/ABC,H/F,1,True,True,False,False,True,True,True,False
ABC/DL,K/FGHJL,1,True,True,True,True,True,False,False,True
DL/ABC,FGHIJL/,1,True,False,False,False,True,True,True,True
ABC/DL,FH/GL,3,True,True,True,True,True,True,False,False
DL/ABC,L/G,1,True,True,False,False,True,False,True,True
DL/ABC,IJ/,1,True,False,False,False,True,True,True,False
ABC/DL,K/FGHL,1,True,True,True,True,True,False,False,True
ABC/DL,IK/GHL,1,True,True,True,True,True,True,False,True
ABC/DL,G/L,2,True,False,True,True,True,True,False,False
DL/ABC,GL/H,1,True,True,False,False,True,True,True,True
DL/ABC,FIJ/,1,True,False,False,False,True,True,True,False
ABC/DL,FHIJ/GL,3,True,True,True,True,True,True,False,False
DL/ABC,I/J,1,True,True,False,False,True,True,True,False
ABC/DL,FIJK/GHL,1,True,True,True,True,True,True,False,True
ABCDL/,GL/FH,1,False,True,False,False,True,True,True,True
DL/ABC,H/FIJ,1,True,True,False,False,True,True,True,False
ABC/DL,J/FGHL,3,True,True,True,True,True,True,False,False
DL/ABC,F/H,1,True,True,False,False,True,True,True,False
DL/ABC,J/F,1,True,True,False,False,True,True,True,False
ABCDL/,GL/FHIJ,1,False,True,False,False,True,True,True,True
ABC/DL,H/GL,3,True,True,True,True,True,True,False,False
DL/ABC,F/,1,True,False,False,False,True,True,True,False
ABC/DL,K/FGHIJL,1,True,True,True,True,True,False,False,True
DL/ABC,FH/,1,True,False,False,False,True,True,True,False
DL/ABC,FIJ/H,1,True,True,False,False,True,True,True,False
DL/ABC,GL/FHJ,1,True,True,False,False,True,True,True,True
DL/ABC,FGHL/,1,True,False,False,False,True,True,True,True
DL/ABC,GHL/FJ,1,True,True,False,False,True,True,True,True
ABC/DL,IK/GL,1,True,True,True,True,True,True,False,True
DL/ABC,F/J,1,True,True,False,False,True,True,True,False
DL/ABC,I/,1,True,False,False,False,True,True,True,False
ABCDL/,GHL/FJ,1,False,True,False,False,True,True,True,True
DL/ABC,GL/FHIJ,1,True,True,False,False,True,True,True,True
ABC/DL,FJ/GHL,3,True,True,True,True,True,True,False,False
DL/ABC,GL/FH,1,True,True,False,False,True,True,True,True
DL/ABC,GL/,1,True,False,False,False,True,True,True,True
ABC/DL,/L,1,True,False,True,True,True,False,False,False
DL/ABC,GHL/,1,True,False,False,False,True,True,True,True
DL/ABC,L/,1,True,False,False,False,True,False,True,True
DL/ABC,IJ/F,1,True,True,False,False,True,True,True,False
ABC/DL,K/GHL,1,True,True,True,True,True,False,False,True
DL/ABC,H/,1,True,False,False,False,True,True,True,False
DL/ABC,FGHJL/,1,True,False,False,False,True,True,True,True
ABC/DL,IJK/FGHL,1,True,True,True,True,True,True,False,True
ABC/DL,FHIJK/GL,1,True,True,True,True,True,True,False,True
